Level,Date and Time,Source,Event ID,Task Category
Information,30-10-2023 17:20:35,EventLog,6009,None,Microsoft (R) Windows (R) 10.00. 22621  Multiprocessor Free.
Information,30-10-2023 17:20:05,Microsoft-Windows-Dhcp-Client,50037,Service State Event,DHCPv4 client service is stopped. ShutDown Flag value is 1
Information,30-10-2023 17:20:05,Microsoft-Windows-Dhcp-Client,50106,Service State Event,DHCPv4 is waiting on DHCPv6 service to stop
Information,30-10-2023 17:20:05,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information,30-10-2023 17:20:05,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information,30-10-2023 17:20:05,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information,30-10-2023 17:20:05,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information,30-10-2023 17:20:05,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information,30-10-2023 17:20:05,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information,30-10-2023 17:20:05,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information,30-10-2023 17:20:05,Microsoft-Windows-DHCPv6-Client,51047,Service State Event,DHCPv6 client service is stopped. ShutDown Flag value is 1
Information,30-10-2023 17:20:05,Microsoft-Windows-Dhcp-Client,50105,Service State Event,DHCPv4 client ProcessDHCPRequestForever received TERMINATE_EVENT
Information,30-10-2023 17:20:05,Microsoft-Windows-Dhcp-Client,50104,Service State Event,DHCPv4 client received shutdown notification
Information,30-10-2023 17:20:05,EventLog,6006,None,The Event log service was stopped.
Information,30-10-2023 17:20:04,Microsoft-Windows-Winlogon,7002,(1102),User Logoff Notification for Customer Experience Improvement Program
Information,30-10-2023 17:20:04,Microsoft-Windows-Hyper-V-VmSwitch,234,None,NIC 25F44AF4-57FD-4EE5-96EF-02DB9A4E3CD2--3B6D71FB-E89E-4F8E-8DC3-3885B45AD2AA successfully disconnected from port .
Information,30-10-2023 17:19:54,User32,1074,None,"The process C:\Windows\System32\RuntimeBroker.exe (DESKTOP-SGF9A33) has initiated the restart of computer DESKTOP-SGF9A33 on behalf of user DESKTOP-SGF9A33\chana for the following reason: Other (Unplanned)
 Reason Code: 0x0
 Shutdown Type: restart
 Comment: "
Information,30-10-2023 16:44:01,Microsoft-Windows-UserPnp,20003,(7005),Driver Management has concluded the process to add Service VBoxNetAdp for Device Instance ID ROOT\NET\0002 with the following status: 0.
Information,30-10-2023 16:42:13,Microsoft-Windows-UserPnp,20003,(7005),Driver Management has concluded the process to add Service VBoxNetAdp for Device Instance ID ROOT\NET\0001 with the following status: 0.
Warning,30-10-2023 16:15:01,hcmon,0,None,Detected unrecognized USB driver (\Driver\USBPcap).
Warning,30-10-2023 16:14:59,hcmon,0,None,Detected unrecognized USB driver (\Driver\USBPcap).
Information,30-10-2023 16:14:57,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  ASIX AX88179 USB 3.0 to Gigabit Ethernet Adapter
Service File Name:  \SystemRoot\System32\DriverStore\FileRepository\netax88179_178a.inf_amd64_a8bb8a6e92764769\ax88179_178a.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
Information,30-10-2023 16:04:38,Netwtw08,7003,None,7003 - Roam Complete
Information,30-10-2023 16:04:38,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:56:20,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,30-10-2023 15:53:39,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,30-10-2023 15:52:08,Microsoft-Windows-Hyper-V-VmSwitch,102,(1019),Networking driver in 25F44AF4-57FD-4EE5-96EF-02DB9A4E3CD2 is loaded and the protocol version is negotiated to the most recent version (Virtual machine ID 25F44AF4-57FD-4EE5-96EF-02DB9A4E3CD2).
Information,30-10-2023 15:52:08,Microsoft-Windows-Hyper-V-VmSwitch,232,None,NIC 25F44AF4-57FD-4EE5-96EF-02DB9A4E3CD2--3B6D71FB-E89E-4F8E-8DC3-3885B45AD2AA (Friendly Name: ) successfully connected to port 3B6D71FB-E89E-4F8E-8DC3-3885B45AD2AA (Friendly Name: 3B6D71FB-E89E-4F8E-8DC3-3885B45AD2AA) on switch B95D0C5E-57D4-412B-B571-18A81A16E005(Friendly Name: WSL).
Information,30-10-2023 15:52:08,Microsoft-Windows-Hyper-V-VmSwitch,233,None,"The operation 'Create' succeeded on nic 25F44AF4-57FD-4EE5-96EF-02DB9A4E3CD2--3B6D71FB-E89E-4F8E-8DC3-3885B45AD2AA (Friendly Name: ), Instance Id {00000000-0000-0000-0000-000000000000}."
Information,30-10-2023 15:52:08,Microsoft-Windows-Hyper-V-VmSwitch,232,None,NIC B95D0C5E-57D4-412B-B571-18A81A16E004 (Friendly Name: WSL) successfully connected to port B95D0C5E-57D4-412B-B571-18A81A16E004 (Friendly Name: Host Vnic B95D0C5E-57D4-412B-B571-18A81A16E005) on switch B95D0C5E-57D4-412B-B571-18A81A16E005(Friendly Name: WSL).
Information,30-10-2023 15:52:07,Microsoft-Windows-Hyper-V-VmSwitch,7,(1004),Miniport NIC B95D0C5E-57D4-412B-B571-18A81A16E004 (Friendly Name: WSL) successfully initialized.
Information,30-10-2023 15:52:07,Microsoft-Windows-Hyper-V-VmSwitch,233,None,"The operation 'Create' succeeded on nic B95D0C5E-57D4-412B-B571-18A81A16E004 (Friendly Name: WSL), Instance Id {00000000-0000-0000-0000-000000000000}."
Information,30-10-2023 15:52:07,Microsoft-Windows-Hyper-V-VmSwitch,264,None,Port B95D0C5E-57D4-412B-B571-18A81A16E004 (Friendly Name: Host Vnic B95D0C5E-57D4-412B-B571-18A81A16E005) successfully created on switch B95D0C5E-57D4-412B-B571-18A81A16E005 (Friendly Name: WSL).
Information,30-10-2023 15:52:07,Microsoft-Windows-Hyper-V-VmSwitch,9,(1005),Switch B95D0C5E-57D4-412B-B571-18A81A16E005 (Friendly Name: WSL) successfully initialized.
Information,30-10-2023 15:52:07,Microsoft-Windows-Hyper-V-VmSwitch,232,None,NIC B95D0C5E-57D4-412B-B571-18A81A16E005 (Friendly Name: WSL) successfully connected to port B95D0C5E-57D4-412B-B571-18A81A16E005 (Friendly Name: WSL) on switch B95D0C5E-57D4-412B-B571-18A81A16E005(Friendly Name: WSL).
Information,30-10-2023 15:52:07,Microsoft-Windows-Hyper-V-VmSwitch,233,None,"The operation 'Create' succeeded on nic B95D0C5E-57D4-412B-B571-18A81A16E005 (Friendly Name: WSL), Instance Id {00000000-0000-0000-0000-000000000000}."
Warning,30-10-2023 15:48:42,hcmon,0,None,Detected unrecognized USB driver (\Driver\USBPcap).
Warning,30-10-2023 15:33:53,Netwtw08,6062,None,6062 - Lso was triggered
Warning,30-10-2023 15:33:43,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name dns.google timed out after none of the configured DNS servers responded. Client PID 12604.
Information,30-10-2023 15:33:33,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:33:23,Netwtw08,7003,None,7003 - Roam Complete
Information,30-10-2023 15:33:23,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:33:23,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Warning,30-10-2023 15:31:07,Netwtw08,6062,None,6062 - Lso was triggered
Information,30-10-2023 15:30:53,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:30:51,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:30:51,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:30:51,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:30:51,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:30:51,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:30:51,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:30:50,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:30:50,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:30:50,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:30:49,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:30:45,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:30:45,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:30:45,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:30:45,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:30:45,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:30:44,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:30:44,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:30:44,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:30:44,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:30:44,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:30:44,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:30:34,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:30:31,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:30:31,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:30:27,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:30:23,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:30:17,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:30:11,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:30:11,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:30:10,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:30:09,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:30:08,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:59,Netwtw08,7003,None,7003 - Roam Complete
Information,30-10-2023 15:29:59,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:59,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:56,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:55,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:54,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:53,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:52,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:46,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:43,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:43,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:43,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:43,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:43,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:43,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:43,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:43,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:43,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:42,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Warning,30-10-2023 15:29:42,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name kv801.prod.do.dsp.mp.microsoft.com timed out after none of the configured DNS servers responded. Client PID 1912.
Information,30-10-2023 15:29:42,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:41,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:41,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:37,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:37,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:37,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:37,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:37,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:37,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:37,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:37,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:37,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:37,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:37,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:37,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:36,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:36,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:28,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:29:26,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:28:52,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 15:28:52,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
